,cut,clarity,color,price,depth,carat,table,x,y,z
42352,Ideal,VVS2,E,1300,60.5,0.39,57,4.72,4.74,2.86
42353,Ideal,VS2,I,1300,62,0.59,54,5.4,5.43,3.36
42354,Ideal,IF,E,1300,61.2,0.32,57,4.4,4.43,2.7
42355,Ideal,IF,E,1300,61.4,0.38,55,4.68,4.7,2.88
42356,Very Good,VS1,I,1301,62.5,0.51,59,5.1,5.14,3.2
42357,Ideal,VS1,I,1301,61.8,0.51,56,5.1,5.13,3.16
42358,Very Good,SI2,F,1301,63.4,0.59,57,5.32,5.28,3.36
42359,Very Good,VS2,H,1302,62.3,0.5,58,5.05,5.12,3.17
42360,Premium,VS2,E,1302,62.2,0.46,58,4.99,4.95,3.09
42361,Premium,SI2,F,1303,60.9,0.61,58,5.44,5.52,3.34
42362,Good,VS2,I,1303,63.4,0.61,55,5.42,5.46,3.45
42363,Ideal,SI2,F,1303,62.3,0.61,57,5.38,5.44,3.37
42364,Ideal,SI1,E,1303,61.2,0.53,54,5.21,5.25,3.2
42365,Premium,SI1,E,1303,59,0.52,59,5.3,5.21,3.1
42366,Ideal,VVS1,D,1303,61,0.35,55,4.62,4.59,2.81
42367,Very Good,SI1,E,1304,62.9,0.51,57,5.06,5.11,3.2
42368,Very Good,SI1,E,1304,61.2,0.51,61,5.13,5.16,3.15
42369,Good,SI1,E,1304,63.3,0.51,59,5.05,5.09,3.21
42370,Premium,SI1,G,1304,62.4,0.56,58,5.23,5.29,3.28
42371,Fair,SI1,D,1304,65.2,0.51,55,5.05,5.01,3.28
42372,Ideal,VS1,I,1304,61.2,0.54,58,5.24,5.29,3.22
42373,Ideal,SI1,H,1304,61.6,0.57,60,5.33,5.35,3.29
42374,Ideal,SI1,F,1304,62,0.5,55,5.08,5.12,3.16
42375,Ideal,IF,F,1304,61.7,0.41,56,4.79,4.83,2.97
42376,Ideal,IF,H,1304,62.2,0.43,55,4.87,4.84,3.02
42377,Ideal,VVS2,E,1304,62,0.43,57,4.87,4.84,3.01
42378,Premium,VVS2,E,1304,60.8,0.43,57,4.92,4.89,2.98
42379,Very Good,SI1,E,1305,63.1,0.51,56,5.07,5.1,3.21
42380,Ideal,SI2,E,1305,62.5,0.59,57,5.32,5.37,3.34
42381,Premium,SI2,J,1305,61.8,0.71,54,5.74,5.7,3.53
42382,Fair,SI1,G,1305,64.5,0.6,56,5.27,5.24,3.39
42383,Ideal,SI2,F,1305,62,0.5,55,5.12,5.09,3.16
42384,Very Good,SI2,D,1306,60.8,0.5,55,5.14,5.16,3.13
42385,Ideal,VVS2,G,1306,62.4,0.46,54.4,4.93,4.98,3.09
42386,Ideal,VS2,H,1306,60.3,0.5,55,5.16,5.21,3.13
42387,Ideal,SI2,G,1306,60.5,0.61,56,5.49,5.59,3.35
42388,Good,VS1,J,1306,58.9,0.6,60.5,5.5,5.57,3.26
42389,Good,SI2,F,1306,62,0.6,62,5.33,5.4,3.32
42390,Premium,SI1,G,1306,59.7,0.52,60,5.22,5.2,3.11
42391,Very Good,SI2,D,1307,60.2,0.53,56,5.23,5.26,3.16
42392,Ideal,VVS1,E,1307,59.7,0.42,56,4.88,4.91,2.92
42393,Ideal,SI1,F,1307,61.2,0.54,56,5.23,5.29,3.22
42394,Good,VVS1,F,1307,66.5,0.46,55,4.77,4.82,3.19
42395,Premium,SI2,G,1307,61.2,0.58,59,5.4,5.36,3.29
42396,Premium,SI1,E,1307,62.3,0.53,60,5.27,5.17,3.25
42397,Premium,SI2,D,1308,60.8,0.61,57,5.48,5.4,3.31
42398,Very Good,SI1,F,1308,62.9,0.51,56,5.05,5.1,3.19
42399,Premium,SI1,F,1308,59.4,0.51,60,5.19,5.21,3.09
42400,Good,SI1,F,1308,63.6,0.51,58,5.05,5.08,3.22
42401,Ideal,VVS2,E,1308,61.8,0.43,57,4.79,4.85,2.98
42402,Ideal,SI2,F,1308,62.2,0.57,53,5.34,5.4,3.34
42403,Ideal,SI1,G,1308,62.3,0.53,55,5.13,5.24,3.23
42404,Ideal,SI1,G,1308,62.7,0.53,55,5.15,5.19,3.24
42405,Premium,VS2,I,1308,58.8,0.61,58,5.59,5.53,3.27
42406,Very Good,SI1,H,1309,63.1,0.57,54,5.3,5.28,3.34
42407,Premium,SI1,H,1309,59.3,0.57,58,5.46,5.4,3.22
42408,Very Good,VS1,I,1310,61,0.52,58,5.18,5.22,3.17
42409,Ideal,VVS1,H,1310,61.1,0.42,56,4.86,4.9,2.98
42410,Ideal,IF,G,1310,62,0.42,57,4.82,4.8,2.98
42411,Ideal,IF,D,1310,61.1,0.31,56,4.42,4.39,2.69
42412,Good,SI1,D,1310,63.7,0.54,57,5.22,5.14,3.3
42413,Very Good,VS2,F,1311,62.6,0.48,55,5,5.07,3.15
42414,Very Good,VS2,D,1311,62.9,0.45,58.4,4.83,4.86,3.04
42415,Very Good,SI1,G,1311,61.7,0.52,57,5.13,5.16,3.17
42416,Very Good,SI1,G,1311,61.1,0.52,56,5.19,5.23,3.18
42417,Very Good,SI2,F,1311,61.6,0.66,54,5.62,5.64,3.47
42418,Very Good,SI2,F,1311,61.2,0.54,57.4,5.23,5.25,3.21
42419,Ideal,VVS1,E,1312,61.9,0.33,57,4.43,4.46,2.75
42420,Ideal,IF,F,1312,60.9,0.35,55,4.58,4.61,2.8
42421,Premium,SI1,G,1312,60.3,0.51,61,5.19,5.12,3.11
42422,Premium,SI1,G,1312,62.4,0.51,58,5.13,5.07,3.18
42423,Good,SI1,G,1312,63.6,0.51,55,5.06,5.03,3.21
42424,Ideal,SI1,G,1312,63,0.51,53,5.13,5.1,3.22
42425,Good,SI1,F,1312,63.6,0.51,56,5.11,5.08,3.24
42426,Very Good,SI1,F,1312,63.1,0.51,54,5.12,5.06,3.21
42427,Good,SI1,F,1312,63.8,0.51,56,5.08,5.04,3.23
42428,Ideal,VS2,H,1312,61.2,0.51,53,5.22,5.18,3.18
42429,Very Good,IF,F,1313,61.6,0.41,58,4.75,4.79,2.94
42430,Ideal,SI2,F,1313,61.1,0.55,56,5.25,5.33,3.24
42431,Ideal,VS2,G,1313,60.7,0.57,56,5.4,5.37,3.27
42432,Very Good,SI1,F,1314,64,0.54,59,5.14,5.18,3.3
42433,Ideal,VS2,H,1314,62.5,0.53,56,5.15,5.19,3.23
42434,Premium,VVS2,G,1314,61.3,0.46,60,4.94,5.01,3.05
42435,Ideal,SI2,D,1314,60.4,0.53,57,5.26,5.3,3.19
42436,Ideal,SI2,D,1314,61.9,0.53,55,5.19,5.24,3.23
42437,Ideal,SI2,D,1314,61.4,0.53,56,5.22,5.24,3.21
42438,Very Good,SI2,D,1314,62.9,0.53,54,5.13,5.17,3.24
42439,Ideal,VS2,H,1314,62.4,0.53,56,5.17,5.18,3.23
42440,Ideal,VS2,D,1314,61.3,0.43,55,4.84,4.88,2.98
42441,Ideal,SI1,H,1314,61.6,0.55,55,5.29,5.32,3.27
42442,Ideal,SI1,G,1314,62.5,0.54,56,5.2,5.24,3.26
42443,Premium,SI1,E,1314,62.6,0.5,56,5.07,5.06,3.17
42444,Premium,VS2,I,1314,61.7,0.55,55,5.35,5.29,3.28
42445,Very Good,SI1,E,1315,61.6,0.51,53,5.16,5.19,3.19
42446,Very Good,SI2,E,1315,61.2,0.57,57,5.31,5.35,3.26
42447,Good,VS1,D,1315,57.3,0.42,62,4.95,5,2.85
42448,Ideal,SI2,E,1315,60.9,0.53,57,5.23,5.21,3.18
42449,Good,VS1,I,1315,64.3,0.53,55,5.17,5.13,3.31
42450,Ideal,VVS2,I,1316,62.5,0.51,54.3,5.09,5.12,3.19
42451,Good,SI1,E,1316,63.3,0.5,59,4.99,5.03,3.17
42452,Good,SI1,E,1316,63.8,0.5,55,5.04,5.09,3.23
42453,Ideal,SI1,E,1316,62.2,0.5,57,5.05,5.11,3.16
42454,Ideal,SI1,E,1316,61.6,0.5,57,5.09,5.13,3.15
42455,Good,SI1,E,1316,63.7,0.5,56,5.02,5.06,3.21
42456,Very Good,SI1,F,1316,60.7,0.55,57,5.27,5.3,3.21
42457,Premium,SI1,E,1316,60.2,0.5,58,5.15,5.18,3.11
42458,Good,VS2,G,1316,57.9,0.5,61,5.2,5.23,3.02
42459,Premium,SI1,E,1316,62,0.5,59,5.06,5.1,3.15
42460,Good,SI1,E,1316,63.2,0.5,57,5.03,5.06,3.19
42461,Very Good,SI1,E,1316,63,0.5,58,5.04,5.08,3.19
42462,Ideal,SI1,F,1316,61.8,0.55,55,5.22,5.27,3.24
42463,Very Good,SI1,E,1316,60.7,0.5,61,5.09,5.12,3.1
42464,Good,SI1,E,1316,63.3,0.5,58,4.99,5.03,3.17
42465,Very Good,SI1,E,1316,61.5,0.5,62,5.06,5.09,3.12
42466,Premium,SI1,G,1316,61.3,0.55,59,5.23,5.28,3.22
42467,Premium,SI1,E,1316,62.3,0.5,58,5.09,5.15,3.19
42468,Ideal,VVS2,I,1316,62.2,0.52,57,5.18,5.11,3.2
42469,Very Good,SI1,G,1316,60.1,0.55,61,5.32,5.29,3.19
42470,Ideal,VS2,J,1316,62.1,0.66,55,5.6,5.64,3.49
42471,Ideal,SI2,D,1316,61.6,0.53,55,5.21,5.24,3.22
42472,Very Good,VS2,I,1317,62.3,0.54,56,5.17,5.22,3.24
42473,Very Good,VS1,I,1317,61.5,0.5,55,5.12,5.16,3.16
42474,Ideal,SI1,F,1317,61.3,0.5,56,5.13,5.09,3.13
42475,Ideal,SI1,E,1317,63,0.5,56,5.13,5.06,3.21
42476,Very Good,SI1,E,1318,62.2,0.51,55,5.09,5.11,3.17
42477,Very Good,SI1,E,1318,60.8,0.51,55,5.17,5.2,3.15
42478,Very Good,SI1,D,1318,61.6,0.5,59,5.12,5.14,3.16
42479,Ideal,IF,G,1318,62.5,0.43,54,4.83,4.86,3.03
42480,Ideal,IF,G,1318,62.4,0.43,54,4.84,4.87,3.03
42481,Ideal,IF,G,1318,61.3,0.43,56,4.86,4.9,2.99
42482,Ideal,IF,G,1318,61.9,0.43,53,4.87,4.88,3.02
42483,Good,SI1,F,1318,59.5,0.59,62,5.45,5.5,3.26
42484,Good,IF,E,1318,59.1,0.38,58,4.74,4.77,2.81
42485,Premium,SI2,D,1318,59.3,0.53,61,5.29,5.26,3.13
42486,Good,SI2,D,1318,63.9,0.53,55,5.14,5.1,3.27
42487,Ideal,VS2,D,1319,61.9,0.47,56,4.99,5.03,3.1
42488,Ideal,SI1,H,1319,62.1,0.55,56,5.2,5.26,3.25
42489,Ideal,SI1,G,1319,62.2,0.52,54,5.16,5.19,3.22
42490,Ideal,IF,E,1319,61,0.31,57,4.36,4.39,2.67
42491,Ideal,VVS1,F,1319,61.5,0.44,57,4.9,4.86,3
42492,Premium,SI2,F,1319,61.9,0.59,61,5.38,5.33,3.31
42493,Very Good,VS1,H,1320,59.6,0.52,57,5.25,5.34,3.15
42494,Very Good,VS2,E,1320,62.6,0.47,57,4.92,4.95,3.09
42495,Very Good,VS2,E,1320,59.9,0.48,58.9,5.07,5.12,3.06
42496,Very Good,SI1,F,1320,61.7,0.51,55,5.14,5.16,3.18
42497,Very Good,SI1,F,1320,61.5,0.53,59,5.15,5.19,3.18
42498,Very Good,SI1,E,1320,62.2,0.54,61,5.24,5.15,3.23
42499,Ideal,SI2,D,1320,60.7,0.52,56,5.22,5.25,3.18
42500,Ideal,SI1,I,1320,61.2,0.55,55,5.28,5.33,3.25
42501,Premium,SI2,E,1320,61,0.57,60,5.36,5.32,3.26
42502,Premium,SI2,E,1320,60.7,0.57,57,5.42,5.35,3.27
42503,Very Good,VS2,D,1321,61.2,0.46,57,4.96,5,3.05
42504,Premium,SI1,G,1321,62.1,0.55,56,5.28,5.22,3.26
42505,Premium,SI1,G,1321,61.8,0.55,59,5.25,5.2,3.23
42506,Ideal,SI1,G,1321,61.9,0.51,56,5.11,5.17,3.17
42507,Very Good,SI1,F,1322,60.9,0.53,60,5.16,5.22,3.16
42508,Very Good,SI1,F,1322,62.5,0.53,57,5.19,5.24,3.26
42509,Ideal,VVS2,I,1322,61.8,0.5,57,5.09,5.11,3.15
42510,Ideal,VS2,F,1322,61.5,0.41,56,4.79,4.83,2.96
42511,Ideal,SI1,G,1322,61.2,0.56,59,5.26,5.32,3.24
42512,Ideal,SI1,F,1322,61.2,0.51,56,5.19,5.21,3.18
42513,Good,SI1,E,1323,57.2,0.54,59,5.37,5.32,3.06
42514,Very Good,SI1,D,1323,62.7,0.52,56,5.08,5.13,3.2
42515,Premium,VS2,E,1323,62.5,0.48,61,5.01,4.97,3.12
42516,Ideal,VVS2,F,1323,61.4,0.41,57,4.77,4.81,2.94
42517,Ideal,VVS2,F,1323,61.2,0.41,56,4.78,4.82,2.94
42518,Fair,VS2,F,1323,64.6,0.5,58,5.01,4.99,3.23
42519,Fair,SI1,D,1323,65.1,0.5,58,5,4.96,3.24
42520,Fair,SI1,D,1323,64.6,0.5,58,5,4.97,3.22
42521,Fair,SI1,D,1323,65.7,0.5,56,5.01,4.97,3.28
42522,Premium,VVS1,G,1323,60.1,0.45,58,4.97,4.95,2.98
42523,Premium,VVS1,G,1323,60.8,0.45,58,4.98,4.92,3.01
42524,Premium,VVS1,F,1323,60.2,0.4,59,4.76,4.74,2.86
42525,Premium,VVS1,F,1323,60.8,0.4,59,4.76,4.74,2.89
42526,Premium,VVS1,F,1323,61.1,0.4,59,4.78,4.75,2.91
42527,Ideal,VVS1,F,1323,61.3,0.4,55,4.78,4.75,2.92
42528,Ideal,VVS1,F,1323,60.7,0.4,56,4.79,4.77,2.9
42529,Premium,VVS1,F,1323,61.9,0.4,57,4.71,4.69,2.91
42530,Ideal,VVS1,F,1323,61.7,0.4,56,4.75,4.72,2.92
42531,Ideal,VVS1,F,1323,62.5,0.4,57,4.75,4.72,2.96
42532,Ideal,VVS1,F,1323,61.3,0.4,56,4.76,4.73,2.91
42533,Premium,VVS2,D,1323,62.2,0.4,54,4.77,4.75,2.96
42534,Ideal,VVS2,D,1323,61.3,0.4,56,4.78,4.75,2.92
42535,Premium,VVS2,D,1323,60.4,0.4,59,4.77,4.76,2.88
42536,Premium,VVS2,D,1323,60.8,0.4,59,4.81,4.76,2.91
42537,Ideal,VVS2,D,1323,62,0.4,56,4.74,4.71,2.93
42538,Ideal,VVS2,D,1323,62.2,0.4,55,4.74,4.72,2.94
42539,Ideal,VVS2,D,1323,61.9,0.4,56,4.76,4.74,2.94
42540,Premium,VVS2,D,1323,60.7,0.4,60,4.78,4.74,2.89
42541,Premium,VS2,F,1323,61.7,0.5,60,5.06,5.02,3.11
42542,Good,VS2,F,1323,64,0.5,57,5.08,5.04,3.23
42543,Premium,SI1,F,1323,62.9,0.6,59,5.39,5.31,3.37
42544,Premium,SI1,F,1324,61.4,0.53,58,5.19,5.17,3.18
42545,Ideal,VS2,J,1324,60.9,0.58,57,5.38,5.4,3.28
42546,Ideal,VS1,J,1324,61.9,0.58,58,5.31,5.35,3.3
42547,Fair,I1,H,1324,61,0.85,61,6.2,6,3.73
42548,Fair,I1,H,1324,66.7,0.85,59,5.86,5.78,3.88
42549,Very Good,SI2,E,1325,60.5,0.59,58,5.43,5.51,3.31
42550,Ideal,SI1,G,1325,62.4,0.52,55,5.15,5.17,3.22
42551,Very Good,SI1,F,1326,61,0.52,59,5.18,5.21,3.17
42552,Very Good,SI1,E,1326,63.3,0.53,56,5.13,5.17,3.26
42553,Ideal,VS2,D,1326,62.7,0.46,57,4.89,4.93,3.08
42554,Very Good,VS2,D,1326,60.9,0.46,58,4.94,4.97,3.02
42555,Premium,VVS1,F,1326,60.5,0.42,58,4.81,4.84,2.92
42556,Ideal,VVS1,F,1326,61.3,0.42,56,4.82,4.83,2.96
42557,Ideal,VVS2,D,1326,62.6,0.42,56,4.77,4.79,2.99
42558,Ideal,VVS1,F,1326,62,0.42,55,4.81,4.84,2.99
42559,Ideal,VVS2,D,1326,62.1,0.42,55,4.78,4.81,2.98
42560,Ideal,VVS2,D,1326,62.5,0.42,57,4.77,4.8,2.99
42561,Ideal,VVS2,D,1326,62.1,0.42,55,4.79,4.81,2.98
42562,Ideal,VVS2,D,1326,61.4,0.42,56,4.82,4.85,2.97
42563,Ideal,VS2,I,1326,61.5,0.57,56,5.32,5.35,3.28
42564,Very Good,VVS1,G,1327,62.2,0.45,58,4.9,4.97,3.07
42565,Very Good,VS2,H,1327,60.2,0.55,59,5.36,5.24,3.19
42566,Ideal,VVS1,E,1327,62,0.42,55,4.81,4.83,2.99
42567,Ideal,SI2,G,1327,62.1,0.62,55,5.46,5.49,3.4
42568,Ideal,SI1,F,1327,61.5,0.54,55,5.25,5.28,3.24
42569,Ideal,VVS1,E,1327,61.9,0.38,56,4.67,4.64,2.88
42570,Ideal,VVS1,E,1327,62.4,0.38,56,4.67,4.64,2.9
42571,Ideal,VVS1,E,1327,62.6,0.38,56,4.64,4.6,2.89
42572,Premium,VVS1,E,1327,61.9,0.38,58,4.66,4.62,2.87
42573,Ideal,VS2,I,1327,58.5,0.55,62,5.4,5.39,3.16
42574,Fair,VS1,G,1327,60.3,0.5,66,5.13,5.09,3.08
42575,Good,SI2,E,1327,57.4,0.59,62,5.53,5.49,3.16
42576,Very Good,VS2,H,1328,60.1,0.51,59.8,5.14,5.19,3.1
42577,Good,SI1,E,1328,57.8,0.53,57,5.33,5.29,3.07
42578,Premium,SI2,F,1329,61.7,0.62,60,5.48,5.45,3.37
42579,Ideal,VS1,H,1329,61.2,0.43,55,4.87,4.9,2.99
42580,Ideal,SI1,G,1329,61.3,0.51,55,5.18,5.22,3.19
42581,Ideal,SI1,G,1329,62.4,0.53,55,5.21,5.18,3.24
42582,Ideal,VS1,J,1330,58.7,0.59,56,5.52,5.48,3.23
42583,Very Good,SI1,E,1330,63,0.51,58,4.99,5.08,3.17
42584,Ideal,SI1,E,1330,61.4,0.52,57,5.15,5.18,3.17
42585,Ideal,VS1,D,1330,62.3,0.45,56,4.88,4.91,3.05
42586,Very Good,SI1,E,1330,63,0.52,54,5.11,5.15,3.23
42587,Ideal,VVS1,D,1330,60.8,0.35,55,4.58,4.6,2.79
42588,Ideal,VVS1,D,1330,60.6,0.35,56,4.58,4.59,2.78
42589,Ideal,SI1,G,1330,61.4,0.58,55,5.38,5.41,3.31
42590,Premium,SI1,F,1330,61.8,0.54,60,5.22,5.2,3.22
42591,Very Good,SI2,H,1331,62,0.65,56,5.53,5.56,3.44
42592,Very Good,SI1,E,1331,62.7,0.5,55,5.06,5.09,3.18
42593,Very Good,SI1,E,1331,60.9,0.5,58,5.1,5.14,3.12
42594,Very Good,SI1,E,1331,61.9,0.5,53,5.14,5.16,3.19
42595,Very Good,IF,D,1331,62,0.31,56,4.33,4.35,2.69
42596,Ideal,SI1,E,1331,62.2,0.5,57,5.05,5.08,3.15
42597,Ideal,SI1,E,1331,62.8,0.5,57,5.05,5.08,3.18
42598,Ideal,SI1,E,1331,59.7,0.5,62,5.16,5.19,3.09
42599,Ideal,SI1,E,1331,59.1,0.5,61,5.16,5.19,3.06
42600,Good,SI1,E,1331,58.5,0.5,59,5.2,5.23,3.05
42601,Premium,VS2,H,505,59.5,0.32,58,4.47,4.5,2.67
42602,Ideal,VS1,I,505,60.9,0.32,56,4.44,4.46,2.71
42603,Good,VS1,I,505,63.2,0.32,54,4.38,4.42,2.78
42604,Ideal,VS2,I,505,61.8,0.36,55,4.58,4.61,2.84
42605,Very Good,VS1,I,505,62.4,0.32,56,4.31,4.37,2.71
42606,Premium,VS2,H,505,60.7,0.32,60,4.39,4.41,2.67
42607,Very Good,VS1,I,505,59.8,0.32,60,4.44,4.46,2.66
42608,Premium,SI2,E,505,60.6,0.36,59,4.57,4.61,2.78
42609,Very Good,VS2,H,505,60.6,0.32,58,4.44,4.47,2.7
42610,Premium,VS1,I,505,62,0.32,58,4.37,4.4,2.72
42611,Ideal,VS2,H,505,62.1,0.32,56,4.37,4.42,2.73
42612,Very Good,VS2,H,505,62.8,0.32,55,4.38,4.41,2.76
42613,Premium,VS2,I,505,62.7,0.36,59,4.54,4.58,2.86
42614,Premium,VS1,I,505,61.3,0.32,58,4.35,4.39,2.68
42615,Good,VS2,H,505,63.1,0.32,55,4.33,4.36,2.74
42616,Very Good,SI2,E,505,62.6,0.36,57,4.5,4.54,2.83
42617,Ideal,VS2,H,505,62,0.32,55,4.39,4.42,2.73
42618,Premium,VS1,I,505,61,0.32,60,4.42,4.47,2.71
42619,Premium,VS2,H,505,62.5,0.32,59,4.33,4.38,2.72
42620,Ideal,VS2,H,505,62.5,0.32,55,4.38,4.42,2.75
42621,Ideal,VS1,I,505,62.3,0.32,57,4.37,4.42,2.74
42622,Very Good,VS2,H,505,63,0.32,57,4.35,4.38,2.75
42623,Very Good,VS2,G,505,61.8,0.3,60,4.29,4.25,2.64
42624,Premium,VS2,H,505,61.7,0.32,59,4.35,4.4,2.7
42625,Very Good,VS2,H,505,60.7,0.32,61,4.39,4.41,2.67
42626,Ideal,SI1,H,505,62.3,0.36,57,4.54,4.58,2.84
42627,Premium,VS2,H,505,60.6,0.32,58,4.44,4.47,2.7
42628,Very Good,VS2,H,505,62.3,0.32,57,4.37,4.39,2.73
42629,Ideal,VS2,H,505,61.3,0.32,55,4.4,4.44,2.71
42630,Ideal,VS2,H,505,62,0.32,57,4.35,4.39,2.71
42631,Ideal,SI1,H,1331,62.1,0.51,55,5.17,5.15,3.2
42632,Good,SI1,E,1332,64.1,0.53,54,5.11,5.16,3.29
42633,Premium,SI1,H,1332,58.4,0.58,59,5.51,5.48,3.21
42634,Premium,SI1,H,1332,59.7,0.58,57,5.47,5.41,3.25
42635,Premium,SI1,H,1332,62.1,0.58,55,5.38,5.35,3.33
42636,Very Good,SI1,H,1332,63.3,0.58,56,5.34,5.31,3.37
42637,Ideal,SI2,F,1332,62,0.58,57,5.35,5.32,3.31
42638,Ideal,SI2,D,1332,62.4,0.5,56,5.1,5.06,3.17
42639,Ideal,SI2,D,1332,62.5,0.5,55,5.14,5.07,3.19
42640,Ideal,SI2,D,1332,61.6,0.5,57,5.13,5.1,3.15
42641,Ideal,VS2,H,1332,61.2,0.5,56,5.18,5.14,3.16
42642,Ideal,SI1,F,1332,61.5,0.5,55,5.16,5.12,3.16
42643,Premium,SI1,F,1332,60.1,0.5,59,5.17,5.14,3.1
42644,Fair,VS2,H,1332,56.3,0.5,65,5.24,5.21,2.94
42645,Premium,VS2,H,1332,60.9,0.5,59,5.14,5.11,3.12
42646,Ideal,VVS1,E,1333,61.7,0.4,57,4.7,4.74,2.91
42647,Ideal,VVS1,E,1333,62.6,0.4,56,4.7,4.73,2.95
42648,Very Good,VVS1,E,1333,61.2,0.4,61,4.7,4.74,2.89
42649,Ideal,VVS1,E,1333,61.5,0.4,56,4.7,4.73,2.9
42650,Good,VS2,F,1333,63.6,0.5,58,5.02,5.05,3.2
42651,Premium,IF,G,1333,59.8,0.4,58,4.79,4.85,2.88
42652,Ideal,IF,G,1333,61.4,0.4,55,4.76,4.79,2.93
42653,Very Good,VVS1,E,1333,62.8,0.4,57,4.65,4.71,2.94
42654,Premium,IF,G,1333,60.8,0.4,58,4.73,4.77,2.89
42655,Premium,VVS1,E,1333,61.4,0.4,59,4.68,4.74,2.89
42656,Ideal,IF,F,1333,62.2,0.38,55,4.64,4.66,2.89
42657,Ideal,VVS1,E,1333,61.5,0.4,56,4.75,4.78,2.93
42658,Very Good,VS2,F,1333,60.6,0.5,59,5.03,5.13,3.08
42659,Good,SI1,D,1333,63.8,0.5,60,5,5.03,3.2
42660,Ideal,VVS1,E,1333,62.4,0.4,57,4.67,4.72,2.93
42661,Ideal,IF,G,1333,62.2,0.4,55,4.73,4.76,2.95
42662,Ideal,SI2,D,1333,62.3,0.57,53,5.32,5.34,3.32
42663,Ideal,IF,E,1333,61.3,0.39,56,4.71,4.75,2.9
42664,Ideal,IF,E,1333,61.1,0.39,57,4.73,4.76,2.9
42665,Good,SI2,E,1333,59.4,0.62,65,5.54,5.48,3.27
42666,Ideal,SI1,F,1334,61.5,0.56,55,5.3,5.34,3.27
42667,Ideal,VVS2,E,1334,60.7,0.44,57,4.92,4.9,2.98
42668,Premium,VVS2,E,1334,60,0.44,59,4.99,4.95,2.98
42669,Ideal,VVS2,E,1334,61.8,0.44,56,4.93,4.88,3.03
42670,Ideal,VVS2,E,1334,60.9,0.44,57,4.95,4.9,3
42671,Ideal,VVS2,E,1334,61.9,0.44,56,4.91,4.88,3.03
42672,Fair,VS2,F,1334,61,0.51,66,5.12,5.04,3.1
42673,Fair,I1,J,1334,65.5,0.85,59,5.95,5.82,3.86
42674,Fair,I1,H,1334,58.8,0.89,66,6.21,6.09,3.62
42675,Premium,VS2,G,1335,59.9,0.53,60,5.24,5.28,3.15
42676,Ideal,SI2,F,1335,60.3,0.53,56,5.25,5.3,3.18
42677,Very Good,VS2,D,1336,64,0.49,53,4.94,4.99,3.18
42678,Very Good,SI1,G,1336,61.6,0.53,57,5.18,5.21,3.2
42679,Ideal,IF,G,1336,62.1,0.41,57,4.77,4.76,2.96
42680,Good,SI1,E,1336,59.3,0.58,64,5.48,5.42,3.23
42681,Very Good,VS2,G,1336,63.2,0.58,58,5.36,5.28,3.36
42682,Very Good,VVS2,E,1337,59.6,0.44,59,4.98,4.99,2.97
42683,Very Good,VS2,H,1337,62.9,0.5,58,5.08,5.1,3.2
42684,Very Good,VS2,H,1337,62.3,0.5,57,5.03,5.12,3.16
42685,Very Good,VS2,H,1337,62.3,0.5,56,5.06,5.11,3.17
42686,Very Good,SI1,E,1337,61.1,0.5,55,5.1,5.15,3.13
42687,Very Good,SI1,D,1337,63.5,0.5,57,5.04,5.1,3.22
42688,Ideal,VVS2,E,1337,61.9,0.45,56,4.91,4.95,3.05
42689,Ideal,SI1,F,1337,60.4,0.52,56,5.31,5.29,3.2
42690,Ideal,SI1,E,1337,60.6,0.5,59,5.13,5.16,3.12
42691,Ideal,SI1,E,1337,61.6,0.5,57,5.08,5.11,3.14
42692,Ideal,SI1,E,1337,61.9,0.5,60,5.06,5.09,3.14
42693,Good,VS2,H,1338,63.2,0.54,55,5.2,5.24,3.3
42694,Ideal,VS2,H,1338,60.1,0.54,57,5.28,5.33,3.19
42695,Very Good,VS2,H,1338,62.6,0.54,58,5.16,5.19,3.24
42696,Ideal,VVS1,H,1338,62.4,0.46,53.4,4.95,5.01,3.1
42697,Ideal,SI2,D,1338,61.3,0.6,59,5.42,5.48,3.34
42698,Premium,SI1,F,1338,59.5,0.52,59,5.31,5.24,3.14
42699,Very Good,SI1,G,1338,63.3,0.52,55,5.1,5.07,3.22
42700,Good,SI1,G,1338,63.6,0.52,56,5.09,5.07,3.23
42701,Very Good,SI1,G,1338,63.3,0.52,57,5.11,5.08,3.22
42702,Premium,SI1,G,1338,59.6,0.52,62,5.23,5.18,3.1
42703,Premium,SI1,G,1338,62.8,0.52,61,5.14,5.11,3.22
42704,Good,SI1,F,1338,63.8,0.52,56,5.12,5.07,3.25
42705,Premium,SI1,F,1338,58.6,0.52,61,5.3,5.28,3.1
42706,Very Good,SI1,F,1338,63.3,0.56,56,5.26,5.22,3.32
42707,Ideal,SI1,G,1338,62.6,0.52,56,5.16,5.13,3.22
42708,Good,VS2,F,1339,65.3,0.5,57,4.93,4.97,3.23
42709,Very Good,SI1,G,1340,61.9,0.57,59,5.28,5.31,3.28
42710,Premium,SI1,G,1340,60.2,0.56,59,5.34,5.36,3.22
42711,Ideal,SI1,F,1340,61.4,0.56,57,5.28,5.3,3.25
42712,Very Good,SI1,G,1340,58.8,0.56,59,5.38,5.4,3.17
42713,Ideal,SI1,G,1340,62.5,0.56,56,5.21,5.28,3.28
42714,Good,SI1,F,1340,63.2,0.56,56,5.24,5.29,3.33
